game_pk,game_date_et,season,team_id,team_abbr,is_home,opp_sp_hand,ab,h,d,t3,hr,bb,hbp,sf,pa,obp,slg,runs_scored
662879,8/20/2022,2022,137,SF,0,R,35,5,1,1,2,2,0,0,37,0.1892,0.4,3
663291,8/20/2022,2022,138,STL,0,L,43,18,3,1,4,5,0,1,49,0.4694,0.814,16
661861,8/20/2022,2022,139,TB,1,L,32,10,4,0,0,2,0,1,35,0.3429,0.4375,5
661670,8/20/2022,2022,140,TEX,0,R,41,11,2,0,0,1,1,0,43,0.3023,0.3171,4
661240,8/20/2022,2022,141,TOR,0,R,32,7,3,0,1,2,1,0,35,0.2857,0.4063,5
661670,8/20/2022,2022,142,MIN,1,R,37,6,1,0,0,5,0,0,42,0.2619,0.1892,3
661606,8/20/2022,2022,143,PHI,1,L,35,11,3,1,0,3,0,0,39,0.3684,0.4571,4
661610,8/20/2022,2022,144,ATL,1,R,37,7,2,0,1,5,0,0,42,0.2857,0.3243,5
662953,8/20/2022,2022,145,CWS,0,R,31,5,2,0,0,3,1,0,35,0.2571,0.2258,2
662561,8/20/2022,2022,146,MIA,0,R,30,3,0,0,0,2,0,0,32,0.1563,0.1,0
661240,8/20/2022,2022,147,NYY,1,R,37,9,1,0,1,1,0,0,38,0.2632,0.3514,2
663116,8/20/2022,2022,158,MIL,0,R,37,4,0,0,1,7,1,0,45,0.2667,0.1892,5
662805,8/21/2022,2022,108,LAA,0,L,33,7,1,1,0,3,0,0,37,0.2778,0.303,0
663301,8/21/2022,2022,109,AZ,1,L,33,8,0,0,0,5,0,0,39,0.3421,0.2424,4
661051,8/21/2022,2022,110,BAL,1,R,32,8,2,0,0,5,2,0,39,0.3846,0.3125,5
661051,8/21/2022,2022,111,BOS,0,R,31,7,2,0,2,2,0,0,33,0.2727,0.4839,3
663115,8/21/2022,2022,112,CHC,1,R,31,5,1,0,2,2,0,0,33,0.2121,0.3871,2
662300,8/21/2022,2022,113,CIN,0,R,37,13,0,1,2,6,1,0,45,0.4545,0.5676,9
662974,8/21/2022,2022,114,CLE,1,R,37,10,4,0,0,1,0,0,38,0.2895,0.3784,2
662878,8/21/2022,2022,115,COL,1,R,43,11,2,0,3,2,0,0,45,0.2889,0.5116,8
662805,8/21/2022,2022,116,DET,1,R,30,7,3,1,1,4,1,0,35,0.3429,0.5,4
661480,8/21/2022,2022,117,HOU,0,R,36,10,0,0,0,4,0,1,41,0.3415,0.2778,5
661860,8/21/2022,2022,118,KC,0,L,31,4,2,0,0,3,1,1,36,0.2222,0.1935,2
662600,8/21/2022,2022,119,LAD,1,R,39,16,3,1,2,4,1,0,44,0.4773,0.6923,10
662179,8/21/2022,2022,120,WSH,0,L,33,7,1,0,1,0,0,0,33,0.2121,0.3333,1
661602,8/21/2022,2022,121,NYM,0,R,43,16,4,0,3,5,0,0,48,0.4375,0.6744,10
662315,8/21/2022,2022,133,ATH,1,R,31,12,4,1,0,1,2,1,36,0.4286,0.5806,5
662300,8/21/2022,2022,134,PIT,1,L,36,10,3,0,0,1,1,0,38,0.3158,0.3611,5
662179,8/21/2022,2022,135,SD,1,L,30,9,1,0,1,2,0,0,32,0.3438,0.4333,2
662315,8/21/2022,2022,136,SEA,0,L,34,9,3,0,1,4,0,0,38,0.3421,0.4412,3
662878,8/21/2022,2022,137,SF,0,L,41,10,3,0,1,4,0,1,48,0.3043,0.3902,9
663301,8/21/2022,2022,138,STL,0,R,36,12,1,0,1,6,1,0,43,0.4419,0.4444,6
661860,8/21/2022,2022,139,TB,1,R,31,9,1,0,1,2,0,0,33,0.3333,0.4194,3
661652,8/21/2022,2022,140,TEX,0,R,35,11,0,0,2,3,1,1,40,0.375,0.4857,7
661239,8/21/2022,2022,141,TOR,0,L,32,5,0,0,1,4,0,0,36,0.25,0.25,2
661652,8/21/2022,2022,142,MIN,1,R,30,4,0,0,0,0,1,0,31,0.1613,0.1333,0
661602,8/21/2022,2022,143,PHI,1,R,39,14,1,0,3,5,0,1,45,0.4222,0.6154,9
662974,8/21/2022,2022,145,CWS,0,R,37,13,3,0,5,3,0,0,40,0.4,0.8378,8
662600,8/21/2022,2022,146,MIA,0,R,32,6,1,0,2,3,1,0,36,0.2778,0.4063,3
661239,8/21/2022,2022,147,NYY,1,R,29,6,1,0,1,2,1,0,33,0.2813,0.3448,4
663115,8/21/2022,2022,158,MIL,0,L,31,7,0,0,3,3,0,1,35,0.2857,0.5161,5
661859,8/22/2022,2022,108,LAA,0,L,33,6,0,0,0,4,0,0,37,0.2703,0.1818,1
663114,8/22/2022,2022,112,CHC,1,L,28,1,1,0,0,0,0,0,28,0.0357,0.0714,0
661601,8/22/2022,2022,113,CIN,0,R,29,3,0,0,1,3,0,0,32,0.1875,0.2069,1
662767,8/22/2022,2022,118,KC,1,R,27,6,0,0,0,6,4,1,38,0.4211,0.2222,6
661238,8/22/2022,2022,121,NYM,0,R,30,4,0,0,1,1,1,0,32,0.1875,0.2333,2
662314,8/22/2022,2022,133,ATH,1,R,29,3,0,0,0,3,0,0,32,0.1875,0.1034,0
663114,8/22/2022,2022,138,STL,0,L,29,4,0,0,1,3,0,0,32,0.2188,0.2414,1
661859,8/22/2022,2022,139,TB,1,L,29,7,1,0,1,5,0,0,34,0.3529,0.3793,2
661658,8/22/2022,2022,140,TEX,0,R,31,6,0,0,1,1,0,0,32,0.2188,0.2903,2
661658,8/22/2022,2022,142,MIN,1,L,32,7,1,2,0,3,0,0,35,0.2857,0.375,1
662394,8/22/2022,2022,144,ATL,0,R,30,4,1,0,1,3,0,0,33,0.2121,0.2667,2
662767,8/22/2022,2022,145,CWS,0,L,34,10,2,0,0,7,1,0,42,0.4286,0.3529,4
662314,8/22/2022,2022,146,MIA,0,R,33,7,3,0,1,6,0,0,39,0.3333,0.3939,3
661238,8/22/2022,2022,147,NYY,1,R,30,8,2,0,1,1,1,1,34,0.303,0.4333,4
662594,8/22/2022,2022,158,MIL,0,L,31,5,2,0,2,2,2,1,36,0.25,0.4194,4
661858,8/23/2022,2022,108,LAA,0,R,34,7,0,0,1,0,0,0,34,0.2059,0.2941,1
662668,8/23/2022,2022,109,AZ,0,R,37,13,4,0,0,9,0,2,48,0.4583,0.4595,7
663461,8/23/2022,2022,110,BAL,1,R,28,5,1,0,1,3,0,0,31,0.2581,0.3214,5
663174,8/23/2022,2022,111,BOS,1,R,36,9,1,0,0,4,1,0,41,0.3415,0.2778,3
663113,8/23/2022,2022,112,CHC,1,R,34,7,3,0,0,1,0,0,35,0.2286,0.2941,3
663163,8/23/2022,2022,112,CHC,1,R,30,5,0,0,0,4,0,0,34,0.2647,0.1667,2
661600,8/23/2022,2022,113,CIN,0,L,37,11,4,1,0,4,0,0,42,0.3659,0.4595,6
662213,8/23/2022,2022,114,CLE,0,R,31,4,0,0,2,3,0,0,34,0.2059,0.3226,3
662876,8/23/2022,2022,115,COL,1,R,35,12,2,0,2,0,1,0,36,0.3611,0.5714,7
662914,8/23/2022,2022,116,DET,1,L,32,7,1,0,0,1,0,0,33,0.2424,0.25,1
662800,8/23/2022,2022,117,HOU,1,R,34,12,3,0,1,1,1,0,36,0.3889,0.5294,4
662605,8/23/2022,2022,119,LAD,1,R,36,11,4,0,1,4,2,0,42,0.4048,0.5,10
662142,8/23/2022,2022,120,WSH,0,L,31,5,1,0,1,2,0,0,33,0.2121,0.2903,2
661237,8/23/2022,2022,121,NYM,0,R,31,9,2,0,0,4,1,0,39,0.3889,0.3548,2
662339,8/23/2022,2022,133,ATH,1,R,32,8,3,0,0,3,0,1,36,0.3056,0.3438,3
662383,8/23/2022,2022,134,PIT,1,L,30,3,0,0,1,1,0,0,31,0.129,0.2,1
662213,8/23/2022,2022,135,SD,1,R,33,6,1,0,0,4,1,0,38,0.2895,0.2121,1
662142,8/23/2022,2022,136,SEA,1,R,30,6,0,0,2,2,0,0,32,0.25,0.4,4
662914,8/23/2022,2022,137,SF,0,R,30,5,0,0,1,5,0,0,35,0.2857,0.2667,3
663163,8/23/2022,2022,138,STL,0,R,33,5,3,0,0,4,1,0,38,0.2632,0.2424,0
661858,8/23/2022,2022,139,TB,1,L,38,14,4,0,2,4,0,0,42,0.4286,0.6316,11
662876,8/23/2022,2022,140,TEX,0,R,35,9,2,1,2,2,0,0,37,0.2973,0.5429,6
663174,8/23/2022,2022,141,TOR,0,R,39,13,5,2,0,5,0,0,44,0.4091,0.5641,9
662800,8/23/2022,2022,142,MIN,0,R,33,6,1,0,0,2,0,0,35,0.2286,0.2121,2
661600,8/23/2022,2022,143,PHI,1,L,32,7,2,1,1,3,1,0,36,0.3056,0.4375,7
662383,8/23/2022,2022,144,ATL,0,R,35,10,1,0,1,1,0,1,37,0.2973,0.4,6
663461,8/23/2022,2022,145,CWS,0,R,38,11,3,0,1,4,1,0,43,0.3721,0.4474,3
662339,8/23/2022,2022,146,MIA,0,L,35,8,4,0,1,1,0,0,36,0.25,0.4286,5
661237,8/23/2022,2022,147,NYY,1,R,30,8,0,0,1,4,0,0,35,0.3529,0.3667,4
662605,8/23/2022,2022,158,MIL,0,R,30,4,0,0,0,2,0,0,32,0.1875,0.1333,1
661857,8/24/2022,2022,108,LAA,0,L,39,7,2,0,1,4,0,0,44,0.2558,0.3077,3
662640,8/24/2022,2022,109,AZ,0,R,30,5,0,0,2,1,0,0,32,0.1935,0.3667,3
663173,8/24/2022,2022,111,BOS,1,R,37,9,1,0,1,4,0,0,41,0.3171,0.3514,2
663216,8/24/2022,2022,112,CHC,1,R,32,9,1,0,1,2,0,1,35,0.3143,0.4063,7
661605,8/24/2022,2022,113,CIN,0,L,36,10,3,0,2,2,0,1,39,0.3077,0.5278,5
662212,8/24/2022,2022,114,CLE,0,L,38,13,0,0,3,2,0,1,41,0.3659,0.5789,7
662877,8/24/2022,2022,115,COL,1,L,34,9,0,0,0,1,0,1,36,0.2778,0.2647,4
662916,8/24/2022,2022,116,DET,1,R,32,7,2,0,0,3,0,0,35,0.2857,0.2813,6
662799,8/24/2022,2022,117,HOU,1,R,25,6,3,0,2,3,1,2,31,0.3226,0.6,5
662640,8/24/2022,2022,118,KC,1,R,29,7,1,0,1,3,0,0,34,0.3125,0.3793,5
662604,8/24/2022,2022,119,LAD,1,R,35,13,6,0,1,6,0,2,43,0.4419,0.6286,12
662144,8/24/2022,2022,120,WSH,0,R,34,10,1,0,1,1,0,0,36,0.3143,0.4118,3
662338,8/24/2022,2022,133,ATH,1,L,30,4,0,0,0,2,0,1,34,0.1818,0.1333,3
662371,8/24/2022,2022,134,PIT,1,R,32,6,2,0,1,2,0,1,35,0.2286,0.3438,2
662212,8/24/2022,2022,135,SD,1,R,33,6,2,0,0,1,0,0,34,0.2059,0.2424,0
662144,8/24/2022,2022,136,SEA,1,R,30,5,2,0,1,4,1,0,35,0.2857,0.3333,1
662916,8/24/2022,2022,137,SF,0,R,35,8,1,0,0,2,1,0,38,0.2895,0.2571,1
662877,8/24/2022,2022,140,TEX,0,R,45,18,5,1,2,5,0,0,50,0.46,0.6889,16
663173,8/24/2022,2022,141,TOR,0,R,39,10,1,0,0,1,0,0,40,0.275,0.2821,3
662799,8/24/2022,2022,142,MIN,0,L,30,4,2,0,0,5,0,1,36,0.25,0.2,3
661605,8/24/2022,2022,143,PHI,1,R,38,16,2,1,1,5,1,0,44,0.5,0.6053,7
662371,8/24/2022,2022,144,ATL,0,R,41,14,3,0,2,8,1,0,50,0.46,0.561,14
662338,8/24/2022,2022,146,MIA,0,L,35,5,0,0,1,2,1,0,38,0.2105,0.2286,2
662604,8/24/2022,2022,158,MIL,0,L,36,9,2,0,2,3,2,0,41,0.3415,0.4722,6
661856,8/25/2022,2022,108,LAA,0,R,36,10,2,1,1,1,0,0,37,0.2973,0.4722,3
663459,8/25/2022,2022,110,BAL,1,R,37,7,0,0,2,1,1,0,39,0.2308,0.3514,4
663172,8/25/2022,2022,111,BOS,1,R,42,15,3,1,0,2,1,1,46,0.3913,0.4762,5
663240,8/25/2022,2022,112,CHC,1,R,34,8,2,0,0,2,0,0,36,0.2778,0.2941,3
661604,8/25/2022,2022,113,CIN,0,R,32,5,1,0,0,0,1,0,33,0.1818,0.1875,0
662141,8/25/2022,2022,114,CLE,0,L,32,6,1,0,0,1,0,0,33,0.2121,0.2188,1
662433,8/25/2022,2022,115,COL,0,R,33,6,1,0,1,3,0,0,36,0.25,0.303,1
662711,8/25/2022,2022,117,HOU,1,R,32,11,3,0,1,3,0,0,35,0.4,0.5313,6
662433,8/25/2022,2022,121,NYM,1,R,31,8,0,0,1,5,0,0,36,0.3611,0.3548,3
662337,8/25/2022,2022,133,ATH,1,R,35,8,1,0,1,2,3,0,40,0.325,0.3429,4
662141,8/25/2022,2022,136,SEA,1,R,27,4,0,0,1,5,0,0,32,0.2813,0.2593,3
663240,8/25/2022,2022,138,STL,0,R,41,16,1,2,2,2,0,1,44,0.4091,0.6585,8
661856,8/25/2022,2022,139,TB,1,L,32,7,1,1,1,4,2,0,38,0.3421,0.4063,8
663172,8/25/2022,2022,141,TOR,0,R,41,13,2,0,1,7,0,0,48,0.4167,0.439,6
661604,8/25/2022,2022,143,PHI,1,R,29,7,1,0,1,2,0,1,32,0.2813,0.3793,4
663459,8/25/2022,2022,145,CWS,0,R,41,11,2,0,1,0,0,0,41,0.2683,0.3902,3
662337,8/25/2022,2022,147,NYY,0,R,46,20,4,0,0,6,0,1,53,0.4906,0.5217,13
661704,8/26/2022,2022,108,LAA,0,R,41,13,1,1,4,4,1,0,46,0.3913,0.6829,12
661445,8/26/2022,2022,109,AZ,0,R,32,6,1,0,2,3,1,1,37,0.2703,0.4063,7
663171,8/26/2022,2022,111,BOS,1,R,39,16,4,1,2,3,0,1,43,0.4419,0.7179,9
661189,8/26/2022,2022,112,CHC,0,R,32,2,0,0,2,2,0,0,34,0.1176,0.25,4
662143,8/26/2022,2022,114,CLE,0,R,38,9,4,0,0,3,0,2,43,0.2791,0.3421,2
662432,8/26/2022,2022,115,COL,0,R,36,11,3,0,0,1,2,0,39,0.359,0.3889,6
661786,8/26/2022,2022,116,DET,0,R,35,7,1,1,1,4,1,0,40,0.3,0.3714,6
662710,8/26/2022,2022,117,HOU,1,R,30,4,0,0,0,2,1,0,33,0.2121,0.1333,0
662667,8/26/2022,2022,118,KC,1,R,37,11,2,0,1,2,1,1,41,0.3415,0.4324,5
661355,8/26/2022,2022,119,LAD,0,R,45,16,4,0,2,5,0,1,51,0.4118,0.5778,10
662469,8/26/2022,2022,120,WSH,1,L,34,8,1,0,1,2,0,0,36,0.2778,0.3529,3
662432,8/26/2022,2022,121,NYM,1,R,35,10,2,1,1,3,2,0,40,0.375,0.4857,7
662342,8/26/2022,2022,133,ATH,1,R,32,5,1,0,1,2,0,0,35,0.2059,0.2813,2
661603,8/26/2022,2022,134,PIT,0,L,31,7,1,0,3,1,0,0,33,0.25,0.5484,4
662667,8/26/2022,2022,135,SD,0,L,44,19,4,0,3,4,0,1,49,0.4694,0.7273,13
662143,8/26/2022,2022,136,SEA,1,R,33,8,1,0,0,2,0,2,39,0.2703,0.2727,3
661669,8/26/2022,2022,137,SF,0,R,28,4,1,0,0,3,1,0,32,0.25,0.1786,0
661940,8/26/2022,2022,138,STL,1,R,36,10,2,0,1,3,1,0,40,0.35,0.4167,4
663171,8/26/2022,2022,139,TB,0,R,34,9,3,0,3,2,2,1,39,0.3333,0.6176,8
661786,8/26/2022,2022,140,TEX,1,L,33,11,0,0,3,2,0,0,35,0.3714,0.6061,7
661704,8/26/2022,2022,141,TOR,1,L,33,6,2,0,0,6,0,0,39,0.3077,0.2424,0
661669,8/26/2022,2022,142,MIN,1,L,32,9,1,0,3,3,2,1,38,0.3684,0.5938,9
661603,8/26/2022,2022,143,PHI,1,R,36,11,3,0,0,0,0,0,36,0.3056,0.3889,7
661940,8/26/2022,2022,144,ATL,0,L,40,16,5,0,0,6,1,0,47,0.4894,0.525,11
661445,8/26/2022,2022,145,CWS,1,L,31,6,2,0,1,3,1,0,35,0.2857,0.3548,2
661355,8/26/2022,2022,146,MIA,1,L,41,8,2,0,1,4,0,0,45,0.2667,0.3171,6
662342,8/26/2022,2022,147,NYY,0,L,33,9,0,1,1,6,1,0,40,0.4,0.4242,3
661189,8/26/2022,2022,158,MIL,1,L,35,7,1,0,2,7,0,0,42,0.3333,0.4,3
661703,8/27/2022,2022,108,LAA,0,R,32,6,1,0,1,4,1,0,37,0.2973,0.3125,2
661444,8/27/2022,2022,109,AZ,0,R,36,11,1,0,0,7,1,1,46,0.4222,0.3333,10
663170,8/27/2022,2022,111,BOS,1,L,30,8,1,0,1,1,0,0,31,0.2903,0.4,5
661180,8/27/2022,2022,112,CHC,0,R,31,5,3,0,0,4,0,0,35,0.2571,0.2581,0
662468,8/27/2022,2022,113,CIN,0,R,38,12,2,0,3,1,0,0,39,0.3333,0.6053,6
662140,8/27/2022,2022,114,CLE,0,R,33,6,1,0,1,2,0,1,36,0.2222,0.303,4
662442,8/27/2022,2022,115,COL,0,L,32,5,0,0,0,0,0,0,32,0.1563,0.1563,0
661785,8/27/2022,2022,116,DET,0,L,41,18,5,0,2,3,0,3,47,0.4468,0.7073,11
661090,8/27/2022,2022,117,HOU,1,R,29,4,1,0,0,0,0,0,29,0.1379,0.1724,1
662666,8/27/2022,2022,118,KC,1,R,34,7,1,0,0,2,1,0,37,0.2703,0.2353,3
661354,8/27/2022,2022,119,LAD,0,R,32,6,1,0,1,2,0,0,34,0.2353,0.3125,1
662442,8/27/2022,2022,121,NYM,1,L,30,7,3,0,1,2,2,0,34,0.3235,0.4333,3
662336,8/27/2022,2022,133,ATH,1,R,39,6,1,0,1,1,1,0,41,0.1951,0.2564,3
661599,8/27/2022,2022,134,PIT,0,R,31,6,1,0,0,2,0,0,33,0.2424,0.2258,0
662666,8/27/2022,2022,135,SD,0,L,35,11,0,0,1,1,0,0,37,0.3333,0.4,4
662140,8/27/2022,2022,136,SEA,1,R,30,3,0,0,3,0,0,0,30,0.1,0.4,3
661657,8/27/2022,2022,137,SF,0,R,31,4,1,0,0,4,1,2,38,0.2368,0.1613,2
661939,8/27/2022,2022,138,STL,1,R,34,9,2,0,2,5,3,0,42,0.4048,0.5,6
663170,8/27/2022,2022,139,TB,0,L,33,6,0,0,0,2,0,0,35,0.2286,0.1818,1
661785,8/27/2022,2022,140,TEX,1,L,32,9,0,0,1,3,1,0,36,0.3611,0.375,2
661703,8/27/2022,2022,141,TOR,1,R,30,2,1,0,0,1,0,0,31,0.0968,0.1,0
661657,8/27/2022,2022,142,MIN,1,R,35,9,0,0,0,8,0,0,44,0.3953,0.2571,3
661599,8/27/2022,2022,143,PHI,1,R,31,7,2,0,1,5,2,0,39,0.3684,0.3871,6
661939,8/27/2022,2022,144,ATL,0,L,36,10,3,0,1,1,0,0,37,0.2973,0.4444,5
661444,8/27/2022,2022,145,CWS,1,R,33,7,1,0,1,1,0,0,34,0.2353,0.3333,5
661354,8/27/2022,2022,146,MIA,1,R,27,5,1,0,0,1,1,0,29,0.2414,0.2222,2
662336,8/27/2022,2022,147,NYY,0,R,32,2,1,0,0,3,1,0,36,0.1667,0.0938,2
661180,8/27/2022,2022,158,MIL,1,L,36,12,1,0,3,3,0,0,40,0.3846,0.6111,7
661773,8/28/2022,2022,108,LAA,0,R,41,13,1,0,4,2,0,0,43,0.3488,0.6341,8
661443,8/28/2022,2022,109,AZ,0,R,29,3,1,0,2,3,0,0,32,0.1875,0.3448,3
661089,8/28/2022,2022,110,BAL,0,R,32,7,2,0,0,2,0,0,34,0.2647,0.2813,1
663211,8/28/2022,2022,111,BOS,1,R,38,13,1,0,3,1,0,1,40,0.35,0.6053,4
662467,8/28/2022,2022,113,CIN,0,L,32,5,0,0,1,1,0,0,33,0.1818,0.25,2
662139,8/28/2022,2022,114,CLE,0,L,31,5,1,0,0,0,0,0,31,0.1613,0.1935,0
662446,8/28/2022,2022,115,COL,0,R,32,7,1,0,0,2,1,1,36,0.2778,0.25,1
661784,8/28/2022,2022,116,DET,0,R,39,13,5,0,1,4,1,0,44,0.4091,0.5385,9
661089,8/28/2022,2022,117,HOU,1,R,28,6,3,0,1,3,1,0,33,0.3125,0.4286,3
662638,8/28/2022,2022,118,KC,1,L,42,18,3,0,2,6,1,1,50,0.5,0.6429,15
661353,8/28/2022,2022,119,LAD,0,R,39,14,3,0,2,4,1,0,44,0.4318,0.5897,8
662467,8/28/2022,2022,120,WSH,1,L,28,6,1,0,1,1,2,0,31,0.2903,0.3571,3
662446,8/28/2022,2022,121,NYM,1,R,30,3,0,0,0,2,0,0,32,0.1563,0.1,0
662335,8/28/2022,2022,133,ATH,1,R,29,8,2,0,0,3,0,0,33,0.3438,0.3448,4
661598,8/28/2022,2022,134,PIT,0,R,34,9,1,3,0,1,0,0,36,0.2857,0.4706,5
662638,8/28/2022,2022,135,SD,0,R,38,10,1,0,3,5,1,0,44,0.3636,0.5263,7
662139,8/28/2022,2022,136,SEA,1,R,28,4,1,0,2,3,0,0,31,0.2258,0.3929,4
661663,8/28/2022,2022,137,SF,0,R,36,10,4,0,0,3,1,0,40,0.35,0.3889,3
663211,8/28/2022,2022,139,TB,0,R,42,17,5,0,2,6,0,1,49,0.4694,0.6667,12
661784,8/28/2022,2022,140,TEX,1,R,37,10,2,0,4,4,0,0,41,0.3415,0.6486,8
661773,8/28/2022,2022,141,TOR,1,L,34,9,2,1,1,7,0,0,41,0.3902,0.4706,3
661663,8/28/2022,2022,142,MIN,1,R,34,11,6,0,1,3,0,0,37,0.3784,0.5882,8
661598,8/28/2022,2022,143,PHI,1,R,31,4,0,0,0,3,0,0,34,0.2059,0.129,0
661950,8/28/2022,2022,144,ATL,0,R,36,10,1,0,1,0,0,0,36,0.2778,0.3889,3
661353,8/28/2022,2022,146,MIA,1,L,29,2,0,0,1,4,0,0,33,0.1818,0.1724,1
662335,8/28/2022,2022,147,NYY,0,R,31,4,0,0,0,3,0,0,34,0.2059,0.129,1
663424,8/29/2022,2022,108,LAA,1,R,32,9,0,0,3,0,1,0,33,0.303,0.5625,4
663332,8/29/2022,2022,109,AZ,1,L,34,10,4,0,1,8,1,0,44,0.4419,0.5,13
661651,8/29/2022,2022,111,BOS,0,R,37,10,2,0,0,1,0,0,38,0.2895,0.3243,2
661801,8/29/2022,2022,112,CHC,0,R,42,14,2,0,0,2,0,0,44,0.3636,0.381,4
663018,8/29/2022,2022,113,CIN,1,R,32,7,0,0,3,4,0,0,36,0.3056,0.5,4
661352,8/29/2022,2022,119,LAD,0,R,37,7,1,0,1,4,0,0,41,0.2683,0.2973,3
661167,8/29/2022,2022,134,PIT,0,R,36,10,0,0,2,3,1,0,40,0.35,0.4444,5
662001,8/29/2022,2022,135,SD,0,L,33,7,1,0,1,6,0,0,39,0.3333,0.3333,6
662001,8/29/2022,2022,137,SF,1,R,36,11,0,0,1,3,0,0,39,0.359,0.3889,5
663018,8/29/2022,2022,138,STL,0,R,42,14,3,0,4,4,0,0,46,0.3913,0.6905,13
661801,8/29/2022,2022,141,TOR,1,R,39,9,1,0,1,6,0,0,45,0.3333,0.3333,5
661651,8/29/2022,2022,142,MIN,1,R,29,7,1,0,0,6,0,1,36,0.3611,0.2759,4
663332,8/29/2022,2022,143,PHI,0,L,36,11,3,0,1,3,1,1,41,0.3659,0.4722,7
661352,8/29/2022,2022,146,MIA,1,R,38,7,3,1,0,4,0,0,42,0.2619,0.3158,2
663424,8/29/2022,2022,147,NYY,0,L,32,6,1,0,2,3,0,0,36,0.2571,0.4063,3
661167,8/29/2022,2022,158,MIL,1,R,34,11,1,0,2,5,0,0,39,0.4103,0.5294,7
663437,8/30/2022,2022,108,LAA,1,R,33,7,1,0,2,0,0,0,33,0.2121,0.4242,4
663286,8/30/2022,2022,109,AZ,1,R,40,17,4,1,1,1,1,1,44,0.4419,0.65,12
662973,8/30/2022,2022,110,BAL,0,R,27,1,0,0,0,4,0,1,32,0.1563,0.037,1
661648,8/30/2022,2022,111,BOS,0,R,32,7,2,0,0,5,0,1,38,0.3158,0.2813,5
661800,8/30/2022,2022,112,CHC,0,R,32,7,1,0,2,3,1,0,36,0.3056,0.4375,3
663137,8/30/2022,2022,113,CIN,1,R,33,11,1,0,1,1,0,0,34,0.3529,0.4545,5
661479,8/30/2022,2022,115,COL,0,L,39,11,2,1,0,1,0,0,40,0.3,0.3846,3
662804,8/30/2022,2022,116,DET,1,R,34,7,1,2,0,1,0,1,36,0.2222,0.3529,3
661832,8/30/2022,2022,117,HOU,0,R,33,8,1,0,1,6,0,1,40,0.35,0.3636,4
662426,8/30/2022,2022,119,LAD,0,R,34,7,3,0,0,8,1,0,43,0.3721,0.2941,4
662466,8/30/2022,2022,120,WSH,1,L,36,11,3,0,2,1,2,1,40,0.35,0.5556,6
662426,8/30/2022,2022,121,NYM,1,L,35,10,0,0,2,1,1,0,37,0.3243,0.4571,3
662466,8/30/2022,2022,133,ATH,0,R,39,13,3,0,2,6,0,0,45,0.4222,0.5641,10
662000,8/30/2022,2022,135,SD,0,R,36,9,3,0,1,3,0,0,40,0.3077,0.4167,4
662804,8/30/2022,2022,136,SEA,0,R,37,11,1,0,3,2,0,1,40,0.325,0.5676,9
662000,8/30/2022,2022,137,SF,1,L,34,7,1,0,1,5,1,0,40,0.325,0.3235,3
663137,8/30/2022,2022,138,STL,0,R,30,4,0,0,1,1,1,0,32,0.1875,0.2333,1
661351,8/30/2022,2022,139,TB,0,L,41,14,4,0,2,2,1,0,44,0.3864,0.5854,7
661832,8/30/2022,2022,140,TEX,1,L,33,7,0,0,2,0,0,0,33,0.2121,0.3939,2
661800,8/30/2022,2022,141,TOR,1,R,30,6,1,0,2,4,2,0,36,0.3333,0.4333,5
661648,8/30/2022,2022,142,MIN,1,R,33,9,3,0,3,6,1,0,40,0.4,0.6364,10
663286,8/30/2022,2022,143,PHI,0,R,29,4,0,0,1,2,0,0,31,0.1935,0.2414,3
661479,8/30/2022,2022,144,ATL,1,R,35,7,3,0,0,4,0,0,39,0.2821,0.2857,2
661442,8/30/2022,2022,145,CWS,1,R,39,12,1,0,3,2,1,0,42,0.3571,0.5641,7
661351,8/30/2022,2022,146,MIA,1,L,33,9,2,0,0,0,1,0,34,0.2941,0.3333,2
661166,8/30/2022,2022,158,MIL,1,R,32,7,1,0,1,2,0,0,34,0.2647,0.3438,2
663410,8/31/2022,2022,108,LAA,1,R,29,6,0,0,1,1,0,0,30,0.2333,0.3103,3
663312,8/31/2022,2022,109,AZ,1,L,34,8,1,0,1,0,0,0,34,0.2353,0.3529,2
662972,8/31/2022,2022,110,BAL,0,R,34,8,0,0,2,3,0,0,37,0.2973,0.4118,4
661649,8/31/2022,2022,111,BOS,0,R,41,13,3,0,2,1,1,0,43,0.3488,0.5366,6
661779,8/31/2022,2022,112,CHC,0,R,35,10,4,1,1,1,0,0,36,0.3056,0.5429,7
662995,8/31/2022,2022,113,CIN,1,L,49,14,0,0,0,7,0,0,57,0.375,0.2857,3
662972,8/31/2022,2022,114,CLE,1,R,31,5,1,0,0,3,0,0,34,0.2353,0.1935,0
661478,8/31/2022,2022,115,COL,0,R,32,6,0,0,1,3,0,0,35,0.2571,0.2813,2
662903,8/31/2022,2022,116,DET,1,L,34,8,0,0,0,3,2,0,39,0.3333,0.2353,3
661831,8/31/2022,2022,117,HOU,0,L,37,11,1,0,0,7,0,0,45,0.4091,0.3243,5
661441,8/31/2022,2022,118,KC,0,R,32,6,0,1,1,0,1,0,33,0.2121,0.3438,2
662447,8/31/2022,2022,119,LAD,0,R,30,3,0,0,1,1,0,0,31,0.129,0.2,1
662465,8/31/2022,2022,120,WSH,1,R,33,9,3,0,1,2,0,0,35,0.3143,0.4545,5
662447,8/31/2022,2022,121,NYM,1,L,31,8,2,0,1,0,0,0,31,0.2581,0.4194,2
