game_pk,game_date_et,season,team_id,team_abbr,is_home,opp_sp_hand,ab,h,d,t3,hr,bb,hbp,sf,pa,obp,slg,runs_scored
745133,8/26/2024,2024,138,STL,1,R,36,11,2,1,0,2,0,1,39,0.3333,0.4167,4
745215,8/26/2024,2024,139,TB,0,R,29,2,0,0,1,0,0,0,29,0.069,0.1724,1
746915,8/26/2024,2024,141,TOR,0,R,39,9,2,0,1,4,1,0,44,0.3182,0.359,7
745865,8/26/2024,2024,142,MIN,1,L,35,9,1,0,2,0,1,2,38,0.2632,0.4571,6
745538,8/26/2024,2024,143,PHI,1,R,35,9,3,0,1,4,0,0,39,0.3333,0.4286,3
745865,8/26/2024,2024,144,ATL,0,R,39,13,4,0,2,4,0,0,43,0.3953,0.5897,10
746753,8/26/2024,2024,145,CWS,1,R,32,6,0,0,1,3,0,1,36,0.25,0.2813,3
746513,8/26/2024,2024,146,MIA,0,R,34,9,0,0,0,3,0,0,37,0.3243,0.2647,2
744813,8/26/2024,2024,147,NYY,0,L,35,12,1,0,3,3,0,2,40,0.375,0.6286,5
746429,8/27/2024,2024,108,LAA,0,L,31,5,2,1,0,2,1,1,35,0.2286,0.2903,2
747162,8/27/2024,2024,109,AZ,1,L,34,7,1,0,2,0,0,0,35,0.2059,0.4118,3
746105,8/27/2024,2024,110,BAL,0,R,33,7,0,0,2,5,0,0,38,0.3158,0.3939,3
746916,8/27/2024,2024,111,BOS,1,R,33,9,3,0,1,1,0,0,34,0.2941,0.4545,6
745461,8/27/2024,2024,112,CHC,0,R,34,7,2,0,2,7,1,0,42,0.3571,0.4412,9
746671,8/27/2024,2024,113,CIN,1,R,37,11,1,1,0,6,0,0,43,0.3953,0.3784,4
746594,8/27/2024,2024,114,CLE,1,R,30,3,0,0,0,2,0,0,32,0.1563,0.1,1
746510,8/27/2024,2024,115,COL,1,R,36,13,3,0,4,1,1,1,39,0.3846,0.7778,8
746429,8/27/2024,2024,116,DET,1,R,30,6,1,1,3,1,0,0,31,0.2258,0.6,6
745540,8/27/2024,2024,117,HOU,0,R,33,6,0,0,0,1,0,0,34,0.2059,0.1818,0
746594,8/27/2024,2024,118,KC,0,R,35,9,3,0,1,3,2,0,40,0.35,0.4286,6
746105,8/27/2024,2024,119,LAD,1,L,32,7,1,1,0,3,0,1,36,0.2778,0.3125,2
744811,8/27/2024,2024,120,WSH,1,R,33,7,2,0,2,1,0,0,34,0.2353,0.4545,4
747162,8/27/2024,2024,121,NYM,0,R,41,13,4,0,1,2,1,1,45,0.3556,0.4878,8
746671,8/27/2024,2024,133,ATH,0,R,36,8,1,0,3,5,0,0,41,0.3171,0.5,5
745461,8/27/2024,2024,134,PIT,1,L,36,10,3,0,1,4,0,1,41,0.3415,0.4444,5
745132,8/27/2024,2024,135,SD,0,R,35,10,2,0,1,2,0,1,38,0.3158,0.4286,7
745213,8/27/2024,2024,136,SEA,1,L,31,5,0,0,0,4,0,0,35,0.2571,0.1613,2
745946,8/27/2024,2024,137,SF,0,R,34,6,1,0,3,1,0,0,35,0.2,0.4706,5
745132,8/27/2024,2024,138,STL,1,R,36,11,3,0,1,5,0,1,42,0.381,0.4722,5
745213,8/27/2024,2024,139,TB,0,R,35,8,1,0,2,0,0,0,35,0.2286,0.4286,3
746755,8/27/2024,2024,140,TEX,0,L,36,11,2,0,0,2,0,0,38,0.3421,0.3611,3
746916,8/27/2024,2024,141,TOR,0,R,33,11,3,0,2,3,2,1,39,0.4103,0.6061,3
745864,8/27/2024,2024,142,MIN,1,R,44,14,6,0,0,4,0,0,48,0.375,0.4545,6
745540,8/27/2024,2024,143,PHI,1,R,34,11,3,0,1,1,0,0,35,0.3429,0.5,5
745864,8/27/2024,2024,144,ATL,0,R,41,11,3,0,1,5,0,0,46,0.3478,0.4146,8
746755,8/27/2024,2024,145,CWS,1,L,33,7,1,0,0,2,0,0,36,0.2571,0.2424,1
746510,8/27/2024,2024,146,MIA,0,R,35,12,4,2,2,6,0,1,42,0.4286,0.7429,9
744811,8/27/2024,2024,147,NYY,0,L,34,8,2,0,0,3,0,0,37,0.2973,0.2941,2
745946,8/27/2024,2024,158,MIL,1,R,35,7,1,0,2,7,0,0,42,0.3333,0.4,4
746430,8/28/2024,2024,108,LAA,0,R,32,6,1,0,1,3,0,0,35,0.2571,0.3125,2
747161,8/28/2024,2024,109,AZ,1,R,32,9,1,0,3,6,0,0,38,0.3947,0.5938,8
746103,8/28/2024,2024,110,BAL,0,R,36,7,3,0,0,1,1,0,38,0.2368,0.2778,4
746913,8/28/2024,2024,111,BOS,1,R,32,7,0,0,1,1,1,0,34,0.2647,0.3125,3
745452,8/28/2024,2024,112,CHC,0,R,42,16,2,0,1,7,0,0,49,0.4694,0.5,14
746672,8/28/2024,2024,113,CIN,1,R,35,8,2,0,1,1,0,0,36,0.25,0.3714,6
746589,8/28/2024,2024,114,CLE,1,R,35,13,2,0,1,1,3,1,41,0.425,0.5143,7
746512,8/28/2024,2024,115,COL,1,R,33,9,1,0,1,6,0,0,39,0.3846,0.3939,8
746430,8/28/2024,2024,116,DET,1,R,25,5,0,0,1,6,0,0,31,0.3548,0.32,3
745541,8/28/2024,2024,117,HOU,0,R,41,18,4,0,4,2,1,0,44,0.4773,0.8293,10
746589,8/28/2024,2024,118,KC,0,R,38,11,0,0,3,2,0,0,40,0.325,0.5263,5
746103,8/28/2024,2024,119,LAD,1,R,31,5,0,0,2,0,0,0,31,0.1613,0.3548,6
744809,8/28/2024,2024,120,WSH,1,L,30,10,1,0,1,3,0,0,33,0.3939,0.4667,5
747161,8/28/2024,2024,121,NYM,0,L,32,6,2,0,1,1,0,1,34,0.2059,0.3438,5
746672,8/28/2024,2024,133,ATH,0,R,36,13,2,0,4,1,0,2,39,0.359,0.75,9
745452,8/28/2024,2024,134,PIT,1,R,41,16,3,0,2,8,1,0,51,0.5,0.6098,10
745134,8/28/2024,2024,135,SD,0,R,36,10,3,0,1,3,0,0,40,0.3333,0.4444,3
745211,8/28/2024,2024,136,SEA,1,R,30,9,1,0,3,1,0,1,32,0.3125,0.6333,6
745943,8/28/2024,2024,137,SF,0,R,32,7,2,0,0,3,0,0,35,0.2857,0.2813,3
745134,8/28/2024,2024,138,STL,1,R,36,11,1,0,0,3,0,0,39,0.359,0.3333,4
745211,8/28/2024,2024,139,TB,0,R,32,6,0,1,1,2,0,0,34,0.2353,0.3438,2
746752,8/28/2024,2024,140,TEX,0,R,37,10,2,0,1,2,0,0,39,0.3077,0.4054,4
746913,8/28/2024,2024,141,TOR,0,R,28,2,1,0,0,1,0,0,29,0.1034,0.1071,0
745866,8/28/2024,2024,142,MIN,1,L,33,7,3,0,0,3,0,0,36,0.2778,0.303,1
745541,8/28/2024,2024,143,PHI,1,R,29,3,0,0,0,4,1,0,34,0.2353,0.1034,0
745866,8/28/2024,2024,144,ATL,0,R,35,8,3,0,1,2,0,0,37,0.2703,0.4,5
746752,8/28/2024,2024,145,CWS,1,R,37,10,1,0,0,4,0,0,42,0.3415,0.2973,3
746512,8/28/2024,2024,146,MIA,0,L,34,8,1,0,1,2,0,0,36,0.2778,0.3529,2
744809,8/28/2024,2024,147,NYY,0,L,33,7,0,0,1,3,1,0,37,0.2973,0.303,2
745943,8/28/2024,2024,158,MIL,1,L,29,7,1,0,1,5,0,0,34,0.3529,0.3793,5
746432,8/29/2024,2024,108,LAA,0,R,32,7,1,0,1,3,0,0,35,0.2857,0.3438,3
747159,8/29/2024,2024,109,AZ,1,L,29,7,0,0,1,3,0,0,32,0.3125,0.3448,2
746102,8/29/2024,2024,110,BAL,0,R,30,4,0,0,1,5,2,0,37,0.2973,0.2333,3
746914,8/29/2024,2024,111,BOS,1,R,29,2,0,0,0,0,1,0,30,0.1,0.069,0
746670,8/29/2024,2024,113,CIN,1,R,29,8,0,0,2,7,3,1,40,0.45,0.4828,10
746514,8/29/2024,2024,115,COL,1,R,37,12,5,0,3,4,0,1,42,0.381,0.7027,8
746432,8/29/2024,2024,116,DET,1,R,33,8,2,0,0,2,2,0,37,0.3243,0.303,0
746352,8/29/2024,2024,117,HOU,1,R,32,8,2,0,0,4,0,0,36,0.3333,0.3125,6
746352,8/29/2024,2024,118,KC,0,R,31,4,1,0,0,2,0,0,33,0.1818,0.1613,3
746102,8/29/2024,2024,119,LAD,1,L,36,14,4,0,0,4,0,1,41,0.439,0.5,6
747159,8/29/2024,2024,121,NYM,0,R,35,10,2,0,2,0,0,0,35,0.2857,0.5143,3
746670,8/29/2024,2024,133,ATH,0,R,40,14,3,0,4,3,0,0,43,0.3953,0.725,9
745135,8/29/2024,2024,135,SD,0,R,30,3,2,0,1,2,0,0,32,0.1563,0.2667,1
745945,8/29/2024,2024,137,SF,0,R,29,2,0,0,0,2,0,0,31,0.129,0.069,0
745135,8/29/2024,2024,138,STL,1,R,35,11,4,1,1,4,0,0,39,0.3846,0.5714,4
746748,8/29/2024,2024,140,TEX,0,R,34,7,2,0,1,2,1,0,37,0.2703,0.3529,2
746914,8/29/2024,2024,141,TOR,0,R,33,7,5,0,0,3,0,0,36,0.2778,0.3636,2
745531,8/29/2024,2024,143,PHI,1,R,29,7,1,0,2,6,1,0,37,0.3889,0.4828,5
745531,8/29/2024,2024,144,ATL,0,L,34,7,2,0,2,1,1,0,37,0.25,0.4412,4
746748,8/29/2024,2024,145,CWS,1,R,29,3,0,0,1,3,0,0,32,0.1875,0.2069,1
746514,8/29/2024,2024,146,MIA,0,R,45,18,4,0,2,4,1,0,50,0.46,0.6222,12
745945,8/29/2024,2024,158,MIL,1,R,29,8,2,0,1,8,0,1,38,0.4211,0.4483,6
746184,8/30/2024,2024,108,LAA,1,R,33,7,1,0,3,1,2,1,37,0.2703,0.5152,5
747156,8/30/2024,2024,109,AZ,1,L,36,13,2,0,2,4,3,1,44,0.4545,0.5833,9
746511,8/30/2024,2024,110,BAL,0,L,38,11,3,1,1,1,0,0,39,0.3077,0.5,5
746433,8/30/2024,2024,111,BOS,0,R,38,8,4,0,3,1,0,1,40,0.225,0.5526,7
744810,8/30/2024,2024,112,CHC,0,R,35,9,3,0,1,3,1,0,39,0.3333,0.4286,7
746665,8/30/2024,2024,113,CIN,1,L,30,5,1,0,0,1,0,0,31,0.1935,0.2,0
746593,8/30/2024,2024,114,CLE,1,L,39,16,3,0,2,2,0,0,43,0.439,0.641,10
746511,8/30/2024,2024,115,COL,1,R,35,10,0,0,1,0,0,0,35,0.2857,0.3714,3
746433,8/30/2024,2024,116,DET,1,R,36,7,2,0,1,3,2,0,41,0.2927,0.3333,5
746353,8/30/2024,2024,117,HOU,1,R,35,10,3,0,1,1,0,1,37,0.2973,0.4571,3
746353,8/30/2024,2024,118,KC,0,L,29,2,0,0,1,3,1,0,33,0.1818,0.1724,2
747156,8/30/2024,2024,119,LAD,0,R,36,10,4,0,3,4,1,1,42,0.3571,0.6389,10
744810,8/30/2024,2024,120,WSH,1,L,34,8,2,0,1,3,0,0,37,0.2973,0.3824,6
746749,8/30/2024,2024,121,NYM,0,R,34,10,2,0,1,5,0,1,40,0.375,0.4412,5
744969,8/30/2024,2024,133,ATH,0,R,39,11,2,0,4,2,1,0,42,0.3333,0.641,9
746593,8/30/2024,2024,134,PIT,0,R,40,12,2,0,2,2,1,0,43,0.3488,0.5,8
745052,8/30/2024,2024,135,SD,0,R,38,13,0,0,3,8,1,1,48,0.4583,0.5789,13
746184,8/30/2024,2024,136,SEA,0,L,36,9,2,0,1,7,2,1,46,0.3913,0.3889,9
745299,8/30/2024,2024,137,SF,1,R,29,6,2,0,0,4,0,0,33,0.303,0.2759,3
745700,8/30/2024,2024,138,STL,0,R,34,10,1,0,1,0,0,0,34,0.2941,0.4118,3
745052,8/30/2024,2024,139,TB,1,L,36,10,1,0,1,6,0,0,42,0.381,0.3889,5
744969,8/30/2024,2024,140,TEX,1,L,34,7,2,0,1,3,0,0,37,0.2703,0.3529,2
745862,8/30/2024,2024,141,TOR,0,R,31,7,0,0,0,0,0,0,31,0.2258,0.2258,0
745862,8/30/2024,2024,142,MIN,1,R,24,4,1,0,0,5,0,1,31,0.3,0.2083,2
745533,8/30/2024,2024,143,PHI,1,R,34,7,2,0,2,2,0,0,36,0.25,0.4412,2
745533,8/30/2024,2024,144,ATL,0,L,35,9,3,0,3,4,0,0,39,0.3333,0.6,7
746749,8/30/2024,2024,145,CWS,1,R,32,5,1,0,0,1,1,0,34,0.2059,0.1875,1
745299,8/30/2024,2024,146,MIA,0,L,31,4,1,0,0,1,0,0,32,0.1563,0.1613,1
745700,8/30/2024,2024,147,NYY,1,R,29,6,2,0,2,2,0,1,32,0.25,0.4828,6
746665,8/30/2024,2024,158,MIL,0,R,41,15,3,1,4,7,0,1,49,0.449,0.7805,14
746182,8/31/2024,2024,108,LAA,1,R,32,7,2,0,4,1,0,0,33,0.2424,0.6563,5
747158,8/31/2024,2024,109,AZ,1,R,29,5,1,0,2,3,0,2,35,0.2353,0.4138,6
746507,8/31/2024,2024,110,BAL,0,R,33,7,1,0,2,3,2,0,38,0.3158,0.4242,5
746424,8/31/2024,2024,111,BOS,0,L,30,4,0,0,1,1,0,0,31,0.1613,0.2333,1
744808,8/31/2024,2024,112,CHC,0,L,32,7,1,0,0,2,1,1,36,0.2778,0.25,5
746667,8/31/2024,2024,113,CIN,1,R,32,8,1,0,1,6,1,0,40,0.3846,0.375,4
746590,8/31/2024,2024,114,CLE,1,R,27,2,1,0,0,4,0,0,31,0.1935,0.1111,0
746507,8/31/2024,2024,115,COL,1,R,33,9,3,1,0,4,0,0,37,0.3514,0.4242,7
746424,8/31/2024,2024,116,DET,1,R,30,9,2,0,0,1,0,0,31,0.3226,0.3667,2
746348,8/31/2024,2024,117,HOU,1,L,29,5,0,1,0,2,1,0,32,0.25,0.2414,5
746348,8/31/2024,2024,118,KC,0,L,34,7,1,0,1,0,0,0,34,0.2059,0.3235,2
747158,8/31/2024,2024,119,LAD,0,R,41,16,3,0,3,3,0,1,46,0.4222,0.6829,8
744808,8/31/2024,2024,120,WSH,1,R,34,10,1,0,1,4,0,0,38,0.3684,0.4118,3
746751,8/31/2024,2024,121,NYM,0,R,36,10,0,0,2,4,0,0,40,0.35,0.4444,5
744971,8/31/2024,2024,133,ATH,0,L,32,5,2,0,1,1,0,0,33,0.1818,0.3125,2
746590,8/31/2024,2024,134,PIT,0,L,35,9,1,0,0,4,0,0,39,0.3333,0.2857,3
745050,8/31/2024,2024,135,SD,0,R,36,10,2,0,1,4,0,0,40,0.35,0.4167,4
746182,8/31/2024,2024,136,SEA,0,L,34,8,1,0,2,6,2,0,43,0.381,0.4412,4
745296,8/31/2024,2024,137,SF,1,R,34,7,1,0,1,2,0,0,36,0.25,0.3235,3
745699,8/31/2024,2024,138,STL,0,R,33,7,3,0,1,3,0,0,36,0.2778,0.3939,6
745050,8/31/2024,2024,139,TB,1,R,37,13,3,1,1,4,1,0,42,0.4286,0.5676,11
744971,8/31/2024,2024,140,TEX,1,R,34,9,1,0,1,1,1,0,36,0.3056,0.3824,3
745859,8/31/2024,2024,141,TOR,0,R,48,23,4,1,4,4,1,0,53,0.5283,0.8542,15
745859,8/31/2024,2024,142,MIN,1,R,31,4,1,0,0,1,0,0,32,0.1563,0.1613,0
745532,8/31/2024,2024,143,PHI,1,L,27,5,2,0,2,4,0,0,31,0.2903,0.4815,3
745532,8/31/2024,2024,144,ATL,0,R,34,6,0,0,0,0,0,0,34,0.1765,0.1765,0
746751,8/31/2024,2024,145,CWS,1,L,35,9,1,0,0,3,1,0,39,0.3333,0.2857,3
745296,8/31/2024,2024,146,MIA,0,R,32,7,0,0,2,1,0,0,33,0.2424,0.4063,4
745699,8/31/2024,2024,147,NYY,1,R,39,12,4,0,0,1,0,0,40,0.325,0.4103,5
746667,8/31/2024,2024,158,MIL,0,R,36,8,2,0,2,6,0,0,42,0.3333,0.4444,5
746183,9/1/2024,2024,108,LAA,1,R,28,4,1,0,1,4,1,0,33,0.2727,0.2857,3
747157,9/1/2024,2024,109,AZ,1,L,41,17,4,0,2,2,0,0,43,0.4419,0.6585,14
746505,9/1/2024,2024,110,BAL,0,L,35,9,1,0,1,4,1,0,40,0.35,0.3714,6
746426,9/1/2024,2024,111,BOS,0,R,32,6,0,0,0,2,0,0,34,0.2353,0.1875,1
744806,9/1/2024,2024,112,CHC,0,L,45,17,4,0,0,4,0,0,49,0.4286,0.4667,14
746669,9/1/2024,2024,113,CIN,1,R,39,10,2,0,1,4,0,2,45,0.3111,0.3846,4
746592,9/1/2024,2024,114,CLE,1,R,35,13,1,0,4,3,1,0,39,0.4359,0.7429,6
746505,9/1/2024,2024,115,COL,1,R,32,6,0,0,0,2,0,0,34,0.2353,0.1875,1
746426,9/1/2024,2024,116,DET,1,R,27,3,0,0,2,1,1,0,29,0.1724,0.3333,4
746347,9/1/2024,2024,117,HOU,1,R,32,9,1,0,3,2,0,0,34,0.3235,0.5938,7
746347,9/1/2024,2024,118,KC,0,R,33,7,1,0,1,5,0,0,38,0.3158,0.3333,2
747157,9/1/2024,2024,119,LAD,0,R,36,9,1,0,0,2,0,0,38,0.2895,0.2778,3
744806,9/1/2024,2024,120,WSH,1,L,29,5,1,0,0,2,0,0,31,0.2258,0.2069,1
746750,9/1/2024,2024,121,NYM,0,L,33,7,1,0,1,3,0,0,36,0.2778,0.3333,2
744970,9/1/2024,2024,133,ATH,0,L,42,16,4,1,0,2,0,0,44,0.4091,0.5238,4
746592,9/1/2024,2024,134,PIT,0,R,29,2,0,0,0,1,1,0,31,0.129,0.069,1
745048,9/1/2024,2024,135,SD,0,R,30,6,0,0,1,10,0,2,43,0.381,0.3,4
746183,9/1/2024,2024,136,SEA,0,R,29,5,1,0,1,5,0,1,35,0.2857,0.3103,2
745292,9/1/2024,2024,137,SF,1,R,31,6,0,0,1,2,3,1,37,0.2973,0.2903,5
745701,9/1/2024,2024,138,STL,0,L,46,21,6,0,3,2,0,0,48,0.4792,0.7826,14
745048,9/1/2024,2024,139,TB,1,R,30,4,0,0,0,6,1,0,37,0.2973,0.1333,3
744970,9/1/2024,2024,140,TEX,1,R,37,10,4,0,1,5,0,0,42,0.3571,0.4595,6
745861,9/1/2024,2024,141,TOR,0,R,31,3,0,0,1,5,2,0,38,0.2632,0.1935,3
745861,9/1/2024,2024,142,MIN,1,R,30,6,0,0,1,4,1,0,35,0.3143,0.3,4
745536,9/1/2024,2024,143,PHI,1,R,37,6,2,0,0,3,0,0,40,0.225,0.2162,3
745536,9/1/2024,2024,144,ATL,0,R,38,6,0,0,1,4,0,0,42,0.2381,0.2368,2
746750,9/1/2024,2024,145,CWS,1,L,27,2,0,0,0,2,1,0,30,0.1667,0.0741,0
745292,9/1/2024,2024,146,MIA,0,R,35,10,1,0,1,1,0,1,38,0.2973,0.4,7
745701,9/1/2024,2024,147,NYY,1,R,36,11,3,0,1,3,0,1,40,0.35,0.4722,7
746669,9/1/2024,2024,158,MIL,0,L,38,5,1,0,1,0,1,1,40,0.15,0.2368,3
747155,9/2/2024,2024,109,AZ,1,R,35,12,2,0,1,4,0,1,41,0.4,0.4857,6
746992,9/2/2024,2024,110,BAL,1,R,43,18,4,1,2,8,1,1,53,0.5094,0.6977,13
745779,9/2/2024,2024,111,BOS,0,R,30,6,0,1,0,3,1,0,34,0.2941,0.2667,1
746833,9/2/2024,2024,112,CHC,1,R,31,6,1,1,1,2,1,0,34,0.2647,0.3871,3
746668,9/2/2024,2024,113,CIN,1,R,36,13,1,0,0,6,0,1,43,0.4419,0.3889,5
746265,9/2/2024,2024,114,CLE,0,R,35,9,3,0,2,1,0,0,36,0.2778,0.5143,4
745373,9/2/2024,2024,116,DET,0,R,32,6,1,0,0,2,0,0,34,0.2353,0.2188,0
746668,9/2/2024,2024,117,HOU,0,R,32,6,2,0,0,5,0,1,38,0.2895,0.25,3
746265,9/2/2024,2024,118,KC,1,R,28,2,2,0,0,2,0,1,31,0.129,0.1429,2
747155,9/2/2024,2024,119,LAD,0,L,41,17,3,1,2,4,0,1,46,0.4565,0.6829,11
745779,9/2/2024,2024,121,NYM,1,R,30,8,3,0,0,2,1,0,33,0.3333,0.3667,4
745619,9/2/2024,2024,133,ATH,1,R,29,5,3,0,2,2,0,0,31,0.2258,0.4828,5
746833,9/2/2024,2024,134,PIT,0,R,35,8,0,0,2,2,0,0,38,0.2703,0.4,5
745373,9/2/2024,2024,135,SD,1,L,32,8,1,0,0,0,0,0,32,0.25,0.2813,3
745619,9/2/2024,2024,136,SEA,0,R,32,6,1,0,1,5,0,1,38,0.2895,0.3125,4
745947,9/2/2024,2024,138,STL,0,R,31,6,1,0,2,5,0,1,37,0.2973,0.4194,3
745046,9/2/2024,2024,139,TB,1,R,37,10,2,0,1,2,0,0,39,0.3077,0.4054,4
744972,9/2/2024,2024,140,TEX,1,R,35,9,2,0,1,2,0,0,37,0.2973,0.4,4
745046,9/2/2024,2024,142,MIN,0,R,36,10,2,0,2,4,0,0,40,0.35,0.5,5
746992,9/2/2024,2024,145,CWS,0,R,31,8,0,0,0,1,0,1,33,0.2727,0.2581,3
744972,9/2/2024,2024,147,NYY,0,R,38,12,3,0,1,1,1,0,40,0.35,0.4737,8
745947,9/2/2024,2024,158,MIL,1,R,30,7,1,0,3,8,0,0,38,0.3947,0.5667,9
746185,9/3/2024,2024,108,LAA,1,R,34,5,0,0,2,2,0,0,36,0.1944,0.3235,2
745293,9/3/2024,2024,109,AZ,0,L,39,11,1,0,2,3,0,0,42,0.3333,0.4615,8
746991,9/3/2024,2024,110,BAL,1,R,33,8,3,0,0,9,0,1,43,0.3953,0.3333,9
745778,9/3/2024,2024,111,BOS,0,L,32,6,0,0,0,3,0,1,36,0.25,0.1875,2
746834,9/3/2024,2024,112,CHC,1,R,32,5,0,0,0,4,0,0,36,0.25,0.1563,0
746264,9/3/2024,2024,114,CLE,0,R,34,10,1,0,1,3,3,1,41,0.3902,0.4118,7
747079,9/3/2024,2024,115,COL,0,L,33,6,0,1,0,1,0,0,34,0.2059,0.2424,0
746264,9/3/2024,2024,118,KC,1,R,30,4,1,0,0,3,2,1,36,0.25,0.1667,1
746185,9/3/2024,2024,119,LAD,0,L,36,6,0,1,1,4,0,0,40,0.25,0.3056,6
746020,9/3/2024,2024,120,WSH,0,R,38,11,4,0,2,2,0,0,40,0.325,0.5526,6
745778,9/3/2024,2024,121,NYM,1,R,29,7,1,0,3,2,0,1,32,0.2813,0.5862,7
745615,9/3/2024,2024,133,ATH,1,R,30,6,0,0,2,2,0,0,32,0.25,0.4,3
746834,9/3/2024,2024,134,PIT,0,R,32,8,0,0,1,2,0,1,36,0.2857,0.3438,5
745615,9/3/2024,2024,136,SEA,0,R,28,5,2,0,0,3,0,0,32,0.2581,0.25,2
745293,9/3/2024,2024,137,SF,1,R,37,11,2,1,2,4,0,1,42,0.3571,0.5676,7
745944,9/3/2024,2024,138,STL,0,R,43,9,3,0,1,2,0,2,48,0.234,0.3488,7
745047,9/3/2024,2024,139,TB,1,R,30,6,0,0,0,1,1,0,32,0.25,0.2,2
744968,9/3/2024,2024,140,TEX,1,L,31,6,0,0,2,5,1,1,38,0.3158,0.3871,7
744891,9/3/2024,2024,141,TOR,1,R,42,16,2,0,4,2,0,0,44,0.4091,0.7143,9
745047,9/3/2024,2024,142,MIN,0,L,33,6,0,0,1,2,0,0,35,0.2286,0.2727,1
744891,9/3/2024,2024,143,PHI,0,R,43,18,5,0,3,6,1,0,50,0.5,0.7442,10
747079,9/3/2024,2024,144,ATL,1,L,28,7,1,0,0,5,1,1,35,0.3714,0.2857,3
746991,9/3/2024,2024,145,CWS,0,L,33,6,1,0,0,1,0,0,34,0.2059,0.2121,0
746020,9/3/2024,2024,146,MIA,1,L,33,8,3,0,0,4,0,0,37,0.3243,0.3333,2
744968,9/3/2024,2024,147,NYY,0,L,35,10,1,0,0,3,1,0,39,0.359,0.3143,4
745944,9/3/2024,2024,158,MIL,1,L,40,5,3,0,2,3,1,0,45,0.2045,0.35,4
746178,9/4/2024,2024,108,LAA,1,R,34,11,0,0,3,4,1,0,39,0.4103,0.5882,10
745290,9/4/2024,2024,109,AZ,0,R,33,7,1,0,2,8,0,0,42,0.3659,0.4242,6
746990,9/4/2024,2024,110,BAL,1,R,31,7,0,0,1,3,0,0,34,0.2941,0.3226,1
745776,9/4/2024,2024,111,BOS,0,R,30,9,1,0,0,4,0,2,36,0.3611,0.3333,3
746835,9/4/2024,2024,112,CHC,1,R,39,17,3,0,3,3,1,0,43,0.4884,0.7436,12
746666,9/4/2024,2024,113,CIN,1,R,38,13,4,0,1,5,0,0,43,0.4186,0.5263,12
746262,9/4/2024,2024,114,CLE,0,R,30,7,2,0,0,1,0,0,31,0.2581,0.3,1
747075,9/4/2024,2024,115,COL,0,R,31,5,1,1,0,5,0,0,36,0.2778,0.2581,2
745370,9/4/2024,2024,116,DET,0,R,37,7,1,0,2,6,0,0,43,0.3023,0.3784,5
746666,9/4/2024,2024,117,HOU,0,R,36,9,2,0,1,3,0,0,39,0.3077,0.3889,5
746262,9/4/2024,2024,118,KC,1,R,34,10,3,0,1,1,0,0,35,0.3143,0.4706,4
746178,9/4/2024,2024,119,LAD,0,R,30,6,0,0,0,5,0,0,35,0.3143,0.2,1
746019,9/4/2024,2024,120,WSH,0,R,34,5,3,0,0,5,0,0,39,0.2564,0.2353,3
745776,9/4/2024,2024,121,NYM,1,R,30,7,1,0,1,6,0,1,37,0.3514,0.3667,8
745614,9/4/2024,2024,133,ATH,1,R,33,7,4,0,0,1,0,0,34,0.2353,0.3333,3
746835,9/4/2024,2024,134,PIT,0,L,29,0,0,0,0,2,0,0,31,0.0645,0,0
745370,9/4/2024,2024,135,SD,1,R,38,10,2,0,1,8,0,0,47,0.3913,0.3947,6
745614,9/4/2024,2024,136,SEA,0,L,42,16,7,0,1,4,1,1,48,0.4375,0.619,16
745290,9/4/2024,2024,137,SF,1,R,30,4,1,0,1,5,0,0,35,0.2571,0.2667,4
745938,9/4/2024,2024,138,STL,0,R,36,5,1,0,0,5,1,0,42,0.2619,0.1667,3
745045,9/4/2024,2024,139,TB,1,R,33,9,2,0,1,3,0,1,37,0.3243,0.4242,9
744964,9/4/2024,2024,140,TEX,1,R,38,14,6,0,0,4,0,0,42,0.4286,0.5263,10
744887,9/4/2024,2024,141,TOR,1,L,33,6,5,0,0,1,0,0,34,0.2059,0.3333,2
745045,9/4/2024,2024,142,MIN,0,R,37,11,3,0,2,2,0,0,39,0.3333,0.5405,4
744887,9/4/2024,2024,143,PHI,0,R,32,8,1,0,3,2,2,0,37,0.3333,0.5625,4
747075,9/4/2024,2024,144,ATL,1,R,30,7,3,0,1,8,1,0,39,0.4103,0.4333,5
746990,9/4/2024,2024,145,CWS,0,R,39,15,3,0,3,4,0,1,44,0.4318,0.6923,8
746019,9/4/2024,2024,146,MIA,1,L,35,7,2,0,0,2,0,0,37,0.2432,0.2571,4
744964,9/4/2024,2024,147,NYY,0,R,35,8,1,0,2,6,0,0,41,0.3415,0.4286,6
745938,9/4/2024,2024,158,MIL,1,R,36,6,3,1,1,3,0,0,39,0.2308,0.3889,2
744966,9/5/2024,2024,108,LAA,0,L,30,4,0,0,0,3,0,0,33,0.2121,0.1333,1
745289,9/5/2024,2024,109,AZ,0,L,31,4,1,0,0,5,1,0,38,0.2703,0.1613,2
746664,9/5/2024,2024,113,CIN,1,R,30,6,1,0,1,2,0,0,32,0.25,0.3333,1
747073,9/5/2024,2024,115,COL,0,R,32,6,0,0,2,3,0,1,36,0.25,0.375,3
745369,9/5/2024,2024,116,DET,0,L,34,8,0,0,1,3,0,0,37,0.2973,0.3235,4
746664,9/5/2024,2024,117,HOU,0,R,29,4,0,0,0,5,0,0,34,0.2647,0.1379,0
